ID,Tweet,Target,Stance
180,Fact-checking Trump's flurry of lies Thursday morning - CNN Politics #TrumpRuinsEverything #TrumpDoesCoverUps #TrumpObstructedJustice #TrumpMustResign,Donald Trump,AGAINST
181,"These problems for you must be so hard or even you dont know whats that means. Dont worry, the real one would get the jobs done and sent you to where you came from. #DreamBigFightHard #ImpeachTheMFTraitorNow #Trump",Donald Trump,AGAINST
182,#TraitorToDemocracy #IllegitimatePresident #TrumpTrainWreck #TrumpShitshow #Trump Suck it up buttercup.....this sh*t is coming to an end.,Donald Trump,AGAINST
183,And #princessMelania is a #RussianInterpreter for Donny.. this family NEVER ceases to amaze yet the #trumpCult will ALWAYS excuse them #Trump @maddow #ImpeachTheMF,Donald Trump,AGAINST
184,Just followed twitter users who are smart enough to know that @realDonaldTrump And #VladimirPutin ARE Killing AMERICANS. Also @BarackObama is still the best president in modern history. Let's continue to do what we can to stop the #Trump from another CORRUPT term.,Donald Trump,AGAINST
185,"I'm sure these discussions used to happen outside of Twitter, no? Is this the only way other countries take your calls? Ass Hat. #Trump #ClownInChief Also, what business is it of yours? Is it near Trump property?",Donald Trump,AGAINST
186,"@POTUS -- who cannot win fair &amp; square -- says, Russia, if you're listening, please help me again! Co-conspirators of the @GOP say election cheating is OK with them! #hypocrites #VoteThemAllOut #Trump",Donald Trump,AGAINST
187,"The authority he has gained through the emergency response to the coronavirus has vastly expanded the potential for corruption, and every sign indicates that Trump is already engaging in systemic abuse.",Donald Trump,AGAINST
188,#RespectTheFirstLady #Trump #MelaniaTrump #MelaniaAntoinette #WednesdayWisdom How can this hypocrite claim 2 work 4 children while her husband kidnaps &amp; cages migrant childrenemotionally scarring them for life? She is 100% EVIL like the entire,Donald Trump,AGAINST
189,"Whatever it is, he didn't lick it off the grass. #WeCanTakeThem #Trump",Donald Trump,AGAINST
190,"Keep tweeting, the more you spout the more evidence is building against you - such a smart man (NOT) #Trump",Donald Trump,AGAINST
191,Classic trump Projection. Its all he has. Lies. And you fall for it. Where have you been. #Trump makes these deals constantly. Its why none of them passed for clearance. Theyre so obviously easily bought and bribed.,Donald Trump,AGAINST
192,"RT if you want to see Bill Barr resign for his CORRUPT actions to undertake corrupt, politically motivated dismissals! And at the same time ALL members of the #Trump MUST face #LawAndOrder because no person is above the law! #MAGA!",Donald Trump,AGAINST
193,For this #fakepresident it's not America 1st it's line his pockets 1st #Trump Inside Trump's 'Apprentice'-worthy showdown with airline CEOs : via @AOL,Donald Trump,AGAINST
194,"Hey Trump, thought you believed that the responsible person for a government shutdown is the President? What the ...... are you? Why dont you go back a few years, we have it on tape! #AlertTheDaycareStaff #TrumpResgin #resign",Donald Trump,AGAINST
195,"Birther, Central Park 5, inauguration numbers, if we betting on false statements you should resign and take all you bought with you! Pence & Mother included! #TrumpShouldResign #TrumpCollusion #Trump",Donald Trump,AGAINST
196,"Lets see how many American made cars Koreans buy. If its a Trump deal, someone gets screwed. #WorstPresidentEver #GrifterTrump #PutinsPuppet",Donald Trump,AGAINST
197,"He belongs in prison, not in the White House, right alongside most of his BFFs in the #Republican party and the remaining members of the #BushCrimeFamily #Trump",Donald Trump,AGAINST
198,@realDonaldTrump looks like you better talk to Jared about his shithole apts! #SlumLordJared #slumlordkushner,Donald Trump,AGAINST
199,"BS we are on a path for next recession and our country has never been so divided since civil war, trump is and has always been a failure and eventually will destroy OUR COUNTRY if him and the #Trump is not removed #WorstPresidentEver #GOPTaxScam",Donald Trump,AGAINST
200,Dear @realDonaldTrump you may desire to have a sing a long with your staff and cabinet and other inept cronies... #IMPOTUS45 #GOPComplicitTraitors,Donald Trump,AGAINST
201,Not until after the election will Mueller go for the Trumps. The evidence in Muellers report will be beyond question. Hell also have the support of the Congress then. #MuellerInvestigation,Donald Trump,AGAINST
202,"That's it??!! You got nothing better? Like, ""I wasn't aware the check I signed was felony campaign finance violations."" Guess daddy is right, you DO have the worst judgement of anyone. #lifefail #TrumpEqualsFailure #trumpequalsloser #Trump",Donald Trump,AGAINST
203,Can you imagine the holy hell if this was Chelsea Clinton? #kremlinbarbie #trumpsaretraitors #Trump,Donald Trump,AGAINST
204,"Just imagine how are country would be if we didnt have @realDonaldTrump @VP Mike Pence, and #MitchMcConnell in charge..the world would be a better place...#dreamer",Donald Trump,AGAINST
205,"Besides all the other crimes #Trump #GOP have committed forget about #MuellerReport 4 a min, these kids are more important. These babies, children separated. There are no words for this atrocity. @SecNielsen all who helped must be held accountable",Donald Trump,AGAINST
206,"We will. We will also hold Trump accountable for national security offenses, obstruction of justice, etc. Keep looking the other way to his crimes. He will be held accountable. #ImpeachTheMF #ImpeachDonaldTrump #PutinsPuppet",Donald Trump,AGAINST
207,It is so obvious when @SpeakerPelosi smiles @SenSchumer smiles after seeing the trump what game is it they R playing us as we keep paying 4 their entitled lives when #Trump above R laws! @CNN calling FOUL playing us ALL #BoycottIRS THEIR ENTITLED LIVES ON R backs,Donald Trump,AGAINST
208,We have enough shady side stories in Trumps wake for like... I dunno... a hundred Murder She Wrote episodes. #ETTD Everything Trump Touches Dies #Epsteined,Donald Trump,AGAINST
209,"@realDonaldTrump You can fool some of the people some of the time. But not all of the people all of the time. The FBI, Google CNN are calling you on your lies as are most news organizations. #LiarInChief",Donald Trump,AGAINST
210,"There are just never enough old white guys, evangelicals and Russians around tRump and his regime. How boring!",Donald Trump,AGAINST
211,Im someone has NOT forgotten the fact Trump has not provided his tax returns. #HillaryWarnedUs,Donald Trump,AGAINST
212,But they are! Buckle up 45! Its gonna be a bumpy ride! #MuellerKnowsEverything #TheHouseWillInvestigate #ConstitutionalCrisis #Trump,Donald Trump,AGAINST
213,Of course. Russia and #Trump hold the #LadyGraham criminality tapes. Gotta be much more than gay because No one cares about that. #goprussianassets #trumpkidscorruption #trumprussianasset,Donald Trump,AGAINST
214,"Hey @DonaldJTrumpJr How ya gonna spin this one? Reality sux, huh? #RussianCollusion #LockThemAllUp",Donald Trump,AGAINST
215,62.5 million American literally did that in the 2016 election. #Trump,Donald Trump,AGAINST
216,@RandPaul dont start throwing stones about this - oh HELLL NO! You and @LindseyGrahamSC are @realDonaldTrump sycophants and its his #Trump making all shades of nice with the Saudis. You. Are. Complicit.,Donald Trump,AGAINST
217,Why doesnt Trump talk about Russian Mobster Murdering Thugs? Because he is in bed with them. #TREASON,Donald Trump,AGAINST
218,"Yes, weve heard that thuggery and scarcely veiled threats are quite prominent. Just the look of fear on Zelenskys face while @realDonaldTrump says hell hook him up with Putin. Pure thuggery w/thinly veiled threat!",Donald Trump,AGAINST
219,Their crops are rotting in the fields while the taxpayers are repeatedly forced to bailout the farmers. Trump is incapable of governing for America while on his knees to Russia. #GOPTraitors,Donald Trump,AGAINST
220,"Please Mueller, let TODAY be the day you bring Trump down and save the United States! PLEASE!!! #MuellerTime",Donald Trump,AGAINST
221,Not as weird as secret meetings at Trump Tower with Russian spies. #LockThemUp,Donald Trump,AGAINST
222,Actually never divested himself from his business- any foreign political dignitary/emissary who stays in/on #Trump properties breaks the emoluments clause,Donald Trump,AGAINST
223,When jr. Is indicted it will be a joyous occasion. Full. Stop. #trms #maddow #Trump,Donald Trump,AGAINST
224,There are so many things wrong with this tweet that I dont even know where to start. MAGA folks are seriously brain washed by #Trump,Donald Trump,AGAINST
225,"Hell, I want to know what Putin has on Trump; besides the OBVIOUS COLLUSION!! #DirtyDirtyDonald #FecklessLindsay #PutinApproved",Donald Trump,AGAINST
226,Fuck the GOP! #Trump #CriminalGOP #partyoftraitors #russianpuppet #teamrussia GOP slams media for failing to cover the positive aspects of Trump's child detention policy via @thinkprogress,Donald Trump,AGAINST
227,#Trump @WhiteHouse has issued formal threat to John Bolton to keep him from pub... via @YouTube @GOP fail every day in their moral obligation to their fellow citizens that #Impeached45 @realDonaldTrump racketeers. Unfit for Office.,Donald Trump,AGAINST
228,"@realDonaldTrump, Stay there in Argentina! We want you Immediately Impeached! You are a disgrace &amp; despicable! Your entire #Trump need to get out of our WH! Traitor Treasonous Collusion Conspiracy Money Laundering Obstruction of justice Emoluments Clause Violator",Donald Trump,AGAINST
229,"It is trending, you dolt. Its just being used by rational people who are calling it out for the bullshit it is. #fakepresident #ImpeachmentNow #Trump",Donald Trump,AGAINST
230,The #Trump is full of pathalogical liars. You're a fool to trust any one of them.,Donald Trump,AGAINST
231,Cant say you were right or wrong as you are a comedian & our own President is a criminal(so stating the C word is petty when we have the #Trump )-but what we know for sure is that your description is accurate. #LIEGATE #basta #@iamsambee #guiltypardons,Donald Trump,AGAINST
232,"Yes, kids in the #Trump are very cruel... Maturity comes later in life in this grifter criminal family",Donald Trump,AGAINST
233,"Good - maybe youll have time to get some work done instead of watching tv and tweeting , tRUMPy! #ResignNowTrump #TrumpDeathToll120K #ByeDon2020",Donald Trump,AGAINST
234,"ACLU to launch first-ever 2020 issue campaign - The Hill. Thank you @ACLU ! With your help getting people registered to vote, we can get the #CorruptGOP OUT! We need all #millennials to vote! #Trump",Donald Trump,AGAINST
235,I can see why Trump loves #Kavanaugh so much. Why would anyone want to be associated with Trump? #moneyLaundering,Donald Trump,AGAINST
236,Send her back with her chain migrated family. Lock him up with the rest of the #Trump,Donald Trump,AGAINST
237,#Resist the orange whiner in the Orange House. Bad hair day every day. Not me. I have no hair. #Resistance #ResistAsOne #TrumpRecession #TrumpPandemicFailure #Trump,Donald Trump,AGAINST
